MunicipCode,pan.vote.09,marginality.06,PAN.governor.06,PAN.visits.06,competitive.district
16045,0.381,-1.162,0,0,1
16046,0.109,-0.052,0,0,1
16047,0.101,0.122,0,0,1
16048,0.054,-0.246,0,0,1
16049,0.225,0.728,0,0,1
16050,1.803,-0.263,0,0,0
16051,0.174,-1.26,0,0,1
16052,1.614,-1.282,0,0,0
16053,5.589,-1.633,0,3,0
16054,0.209,-0.195,0,0,1
16055,0.006,-0.39,0,0,1
16056,0.122,0.384,0,0,1
16057,0.028,1.164,0,0,1
16058,0.188,-0.718,0,0,1
16059,0.006,0.284,0,0,1
16060,0.155,-0.383,0,0,1
16061,0.113,0.396,0,0,1
16062,0.509,-0.382,0,0,0
16063,0.074,-0.212,0,0,1
16064,0.291,0.047,0,0,1
16065,0.044,-0.239,0,0,1
16066,0.236,-0.75,0,0,1
16067,0.144,-0.182,0,0,1
16068,0.795,-0.819,0,0,0
16069,2.194,-1.317,0,1,0
16070,0.347,-1.097,0,0,1
16071,2.388,-0.512,0,1,0
16072,0.084,-0.505,0,0,1
16073,0.928,-0.38,0,0,0
16074,0.098,-0.449,0,0,1
16075,2.112,-0.709,0,0,0
16076,2.177,-1.139,0,0,0
16077,0.022,0.301,0,0,1
16078,0.192,-0.405,0,0,1
16079,0.253,-0.043,0,0,1
16080,0.273,0.116,0,0,1
16081,0.058,1.144,0,0,1
16082,1.371,-0.259,0,0,0
16083,0.385,0.104,0,0,1
16084,0.555,-0.168,0,0,0
16085,1.395,-0.508,0,0,0
16086,0.297,-0.69,0,0,1
16087,0.104,-0.585,0,0,1
16088,0.558,-0.635,0,0,0
16089,0.463,-0.467,0,0,0
16090,0.083,-0.382,0,0,1
16091,0.479,-0.575,0,0,0
16092,0.054,0.998,0,0,1
16093,0.224,0.204,0,0,1
16094,0.155,-0.216,0,0,1
16095,0.092,-0.653,0,0,1
16096,0.017,0.984,0,0,1
16097,0.151,0.97,0,0,1
16098,0.249,-0.243,0,0,1
16099,0.165,0.989,0,0,1
16100,0.167,-0.088,0,0,1
16101,0.071,1.587,0,0,1
16102,8.805,-1.173,0,1,0
16103,0.175,-0.692,0,0,1
16104,0.177,-0.246,0,0,1
16105,0.119,-0.757,0,0,1
16106,0.739,-0.829,0,0,0
16107,0.137,-1.17,0,0,1
16108,5.985,-1.162,0,2,0
16109,0.023,-0.405,0,0,1
16110,0.558,-0.423,0,0,0
16111,0.16,-0.109,0,0,1
16112,2.914,-0.493,0,1,0
16113,0.03,-0.471,0,0,1
17001,0.097,-0.73,1,0,1
17002,0.107,-0.804,1,0,1
17003,0.237,-0.346,1,0,1
17004,0.27,-0.743,1,1,1
17005,0.05,-0.403,1,0,1
17006,0.193,-1.425,1,2,1
17007,0.234,-1.869,1,1,1
17008,0.199,-1.324,1,0,1
17009,0.261,-0.995,1,0,1
17010,0.321,-0.43,1,0,1
17011,0.223,-1.712,1,1,1
17012,0.171,-1.24,1,0,1
17013,0.254,-0.6,1,0,1
17014,0.221,-0.725,1,0,1
17015,0.192,-0.524,1,0,1
17016,0.176,-0.375,1,0,1
17017,0.135,-0.817,1,0,1
17018,0.177,-1.204,1,1,1
17019,0.199,-0.426,1,0,1
17020,0.143,-1.049,1,0,1
17021,0.125,-0.686,1,0,1
17022,0.193,-0.532,1,0,1
17023,0.306,0.02,1,0,1
17024,0.172,-0.955,1,0,1
17025,0.143,-0.83,1,0,1
17026,0.226,-0.758,1,0,1
17027,0.067,-0.321,1,0,1
17028,0.219,-1.002,1,0,1
17029,0.172,-1.252,1,0,1
17030,0.226,-0.77,1,0,1
17031,0.142,-1.586,1,0,1
17032,0.156,-0.384,1,0,1
17033,0.25,-0.38,1,0,1
18001,0.11,-0.709,0,0,1
18002,0.471,-0.937,0,0,0
18003,0.498,-0.589,0,0,0
18004,0.491,-0.877,0,0,0
18005,0.018,1.293,0,0,1
18006,0.536,-1.223,0,0,0
18007,0.439,-0.333,0,0,0
18008,0.368,-1.345,0,0,1
18009,0.203,3.251,0,0,1
18010,0.141,-0.168,0,0,1
18011,0.258,-0.328,0,0,1
18012,0.398,-0.65,0,0,1
18013,0.552,-0.683,0,0,0
18014,0.392,-0.381,0,0,1
18015,0.086,-0.56,0,0,1
18016,0.097,-0.721,0,0,1
18017,0.056,-1.665,0,1,1
18018,0.276,-0.958,0,0,1
18019,0.583,1.522,0,0,0
18020,0.375,-1.268,0,0,1
19001,0.212,-1.161,0,0,1
19002,0.452,-1.095,0,0,0
19003,0.47,-0.941,0,0,0
19004,0.305,-1.536,0,0,1
19005,0.573,-1.253,0,0,0
19006,0.318,-1.94,0,0,1
19007,0.403,0.304,0,0,0
19008,0.425,-1.01,0,0,0
19009,0.337,-1.661,0,0,1
19010,0.24,-1.546,0,0,1
19011,0.389,-1.399,0,0,1
19012,0.31,-1.598,0,0,1
19013,0.245,-1.127,0,0,1
19014,0.499,0.053,0,0,0
19015,0.515,-0.733,0,0,0
19016,0.328,-0.677,0,0,1
19017,0.374,-0.268,0,0,1
19018,0.296,-1.232,0,0,1
19019,0.55,-2.27,0,0,0
19020,0.415,-0.951,0,0,0
19021,0.306,-1.756,0,0,1
19022,0.23,-0.923,0,0,1
19023,0.318,-0.924,0,0,1
19024,0.212,0.578,0,0,1
19025,0.28,-1.386,0,0,1
19026,0.342,-1.988,0,0,1
19027,0.137,-0.91,0,0,1
19028,0.242,-1.031,0,0,1
19029,0.394,-1.206,0,0,1
19030,0.191,0.226,0,0,1
19031,0.307,-1.587,0,0,1
19032,0.387,-0.867,0,0,1
19033,0.355,-1.252,0,0,1
19034,0.429,-1.113,0,0,0
19035,0.221,-1.365,0,0,1
19036,0.474,0.416,0,0,0
19037,0.164,-0.601,0,0,1
19038,0.309,-1.301,0,0,1
19039,0.393,-1.946,0,3,1
19040,0.153,-1.094,0,0,1
19041,0.342,-1.232,0,0,1
19042,0.487,-0.802,0,0,0
19043,0.343,0.19,0,0,1
19044,0.312,-1.675,0,0,1
19045,0.338,-0.849,0,0,1
19046,0.536,-2.2,0,0,0
19047,0.249,-1.62,0,0,1
19048,0.389,-1.83,0,0,1
19049,0.432,-1.627,0,0,0
19050,0.243,-0.579,0,0,1
19051,0.281,-1.086,0,0,1
20001,0.096,0.772,0,0,1
20002,0.271,0.205,0,0,1
20003,0.219,1.078,0,0,1
20004,0.485,0.189,0,0,0
20005,0.041,-0.475,0,0,1
20006,0.072,-0.515,0,0,1
20007,0.308,1.55,0,0,1
20008,0.145,0.618,0,0,1
20009,0.239,0.447,0,0,1
20010,0.182,-0.789,0,0,1
20011,0.062,0.796,0,0,1
20012,0.152,1.485,0,0,1
20013,0.077,-0.352,0,0,1
20014,0.165,-1.16,0,0,1
20015,0.12,2.098,0,0,1
20016,0.017,3.136,0,0,1
20017,0.142,1.182,0,0,1
20018,0.197,0.652,0,0,1
20019,0.04,0.965,0,0,1
20020,0.058,1.473,0,0,1
20021,0.28,-0.165,0,0,1
20022,0.122,-0.168,0,0,1
20023,0.156,-0.472,0,0,1
20024,0.138,1.856,0,0,1
20025,0.132,-0.024,0,0,1
20026,0.057,0.346,0,0,1
20027,0.156,1.491,0,0,1
20028,0.291,0.715,0,0,1
20029,0.089,2.667,0,0,1
20030,0.036,-1.424,0,0,1
20031,0.053,1.407,0,0,1
20032,0.016,0.797,0,0,1
20033,0.112,-0.895,0,0,1
20034,0.089,-0.01,0,0,1
20035,0.057,-1.232,0,0,1
20036,0.225,0.748,0,0,1
20037,0.033,1.168,0,0,1
20039,0.288,-1.005,0,1,1
20040,0.14,2.338,0,0,1
20041,0.043,1.357,0,0,1
20042,0.083,0.237,0,0,1
20043,0.019,-0.592,0,0,1
20044,0.143,-0.37,0,0,1
20045,0.222,-0.744,0,0,1
20046,0.128,0.401,0,0,1
20047,0.122,-0.45,0,0,1
20048,0.013,1.549,0,0,1
20050,0.048,1.444,0,0,1
20051,0.208,1.46,0,0,1
20052,0.334,0.076,0,0,1
20053,0.281,-0.167,0,0,1
20054,0.149,0.105,0,0,1
20055,0.041,0.064,0,0,1
20056,0.01,0.574,0,0,1
20057,0.29,-0.248,0,0,1
20058,0.125,2.073,0,0,1
20059,0.209,0.244,0,0,1
20060,0.104,0.713,0,0,1
20061,0.154,1.213,0,0,1
20062,0.425,-0.267,0,0,0
20063,0.101,-0.828,0,0,1
20064,0.186,0.244,0,0,1
20066,0.033,0.371,0,0,1
20067,0.194,-1.562,0,1,1
20068,0.204,-0.052,0,0,1
20069,0.16,1.076,0,0,1
20070,0.009,0.905,0,0,1
20071,0.248,1.471,0,0,1
20072,0.108,0.991,0,0,1
20073,0.044,-0.066,0,0,1
20074,0.104,0.363,0,0,1
20075,0.053,-0.084,0,0,1
20076,0.063,0.221,0,0,1
20077,0.148,-0.216,0,0,1
20078,0.171,-0.771,0,0,1
20079,0.407,-1.316,0,0,0
20080,0.091,0.934,0,0,1
20081,0.027,0.659,0,0,1
20082,0.037,0.634,0,0,1
20083,0.182,-0.935,0,0,1
20084,0.131,-1.004,0,0,1
20085,0.094,2.248,0,0,1
20086,0.052,0.194,0,0,1
20087,0.375,0.044,0,0,1
20088,0.088,0.953,0,0,1
20089,0.057,0.178,0,0,1
20090,0.098,0.683,0,0,1
20091,0.252,-1.09,0,0,1
20092,0.174,0.075,0,0,1
20093,0.092,-0.176,0,0,1
20094,0.113,0.555,0,0,1
20095,0.175,2.265,0,0,1
20096,0.121,-0.405,0,0,1
20097,0.122,0.34,0,0,1
20098,0.181,1.408,0,0,1
20099,0.111,1.271,0,0,1
20100,0.111,0.904,0,0,1
20101,0.09,1.052,0,0,1
20102,0.049,-0.352,0,0,1
20103,0.094,0.563,0,0,1
20104,0.115,0.98,0,0,1
20105,0.021,0.78,0,0,1
20106,0.14,0.323,0,0,1
20107,0.242,-0.84,0,0,1
20108,0.209,0.837,0,0,1
20109,0.101,-0.35,0,0,1
20110,0.048,1.783,0,0,1
20111,0.027,1.59,0,0,1
20112,0.103,0.512,0,0,1
20113,0.032,0.779,0,0,1
20114,0.063,0.231,0,0,1
20115,0.2,-0.867,0,0,1
20116,0.185,2.04,0,0,1
20117,0.425,1.044,0,0,0
20118,0.199,0.937,0,0,1
20119,0.03,0.487,0,0,1
20120,0.066,0.004,0,0,1
20121,0.115,0.361,0,0,1
20122,0.229,-0.427,0,0,1
20123,0.149,0.922,0,0,1
20124,0.178,1.18,0,0,1
20125,0.198,0.995,0,0,1
20126,0.185,1.377,0,0,1
20127,0.031,1.533,0,0,1
20128,0.056,0.262,0,0,1
20129,0.171,-0.512,0,0,1
20130,0.106,0.953,0,0,1
20131,0.118,1.003,0,0,1
20132,0.236,-0.516,0,0,1
20133,0.06,1.553,0,0,1
20134,0.047,1.511,0,0,1
20135,0.191,0.182,0,0,1
20136,0.524,0.897,0,0,0
20137,0.29,1.398,0,0,1
20138,0.143,-0.243,0,0,1
20139,0.119,2.098,0,0,1
20140,0.028,0.029,0,0,1
20141,0.014,0.495,0,0,1
20142,0.26,1.329,0,0,1
20143,0.11,0.008,0,0,1
20144,0.074,0.449,0,0,1
20145,0.205,-0.283,0,0,1
20146,0.274,1.556,0,0,1
20147,0.036,0.151,0,0,1
20148,0.065,1.438,0,0,1
20149,0.109,0.841,0,0,1
20150,0.099,-0.657,0,0,1
20151,0.217,0.4,0,0,1
20152,0.061,1.62,0,0,1
20153,0.055,0.876,0,0,1
20154,0.181,0.884,0,0,1
20155,0.112,1.466,0,0,1
20156,0.113,0.154,0,0,1
20157,0.131,-1.585,0,0,1
20158,0.313,1.626,0,0,1
20159,0.161,1.374,0,0,1
20160,0.379,0.309,0,0,1
20161,0.194,0.559,0,0,1
20162,0.081,1.17,0,0,1
20163,0.089,1.24,0,0,1
20164,0.053,0.474,0,0,1
20165,0.039,0.582,0,0,1
20166,0.086,0.277,0,0,1
20167,0.081,0.648,0,0,1
20168,0.046,0.632,0,0,1
20169,0.09,2.083,0,0,1
20170,0.062,1.853,0,0,1
20171,0.159,2.833,0,0,1
20172,0.055,-0.162,0,0,1
20173,0.144,0.287,0,0,1
20174,0.163,-0.914,0,0,1
20175,0.142,0.584,0,0,1
20176,0.107,0.801,0,0,1
20177,0.203,0.041,0,0,1
20178,0.208,-0.415,0,0,1
20179,0.154,0.364,0,0,1
20180,0.123,0.303,0,0,1
20181,0.303,0.174,0,0,1
20182,0.172,1.043,0,0,1
20183,0.191,0.545,0,0,1
20184,0.151,-0.715,0,1,1
20185,0.022,0.287,0,0,1
20186,0.199,0.255,0,0,1
20187,0.025,1.675,0,0,1
20188,0.023,1.037,0,0,1
20189,0.142,2.216,0,0,1
20190,0.107,0.885,0,0,1
20191,0.175,-0.251,0,0,1
20192,0.085,-0.617,0,0,1
20193,0.447,-0.044,0,0,0
20194,0.357,0.018,0,0,1
20195,0.162,1.314,0,0,1
20196,0.103,-0.099,0,0,1
20197,0.18,0.604,0,0,1
20198,0.038,1.072,0,0,1
20199,0.385,1.309,0,0,1
20200,0.206,1.341,0,0,1
20201,0.051,0.888,0,0,1
20202,0.134,1.259,0,0,1
20203,0.13,1.705,0,0,1
20204,0.071,-0.181,0,0,1
20205,0.286,1.614,0,0,1
20206,0.305,0.374,0,0,1
20207,0.197,1.475,0,0,1
20208,0.037,1.195,0,0,1
20209,0.262,1.112,0,0,1
20210,0.03,1.052,0,0,1
20211,0.083,1.286,0,0,1
20212,0.207,3.039,0,0,1
20213,0.116,0.894,0,0,1
20214,0.088,1.053,0,0,1
20215,0.114,-0.477,0,0,1
20216,0.026,0.491,0,0,1
20217,0.042,1.696,0,0,1
20218,0.013,0.824,0,0,1
20219,0.201,1.056,0,0,1
20220,0.174,0.918,0,0,1
20221,0.154,0.238,0,0,1
20222,0.093,0.301,0,0,1
20223,0.005,0.15,0,0,1
20224,0.126,-0.253,0,0,1
20225,0.174,1.649,0,0,1
20226,0.23,0.455,0,0,1
20227,0.211,-1.063,0,0,1
20228,0.119,1.949,0,0,1
20229,0.088,1.762,0,0,1
20230,0.077,0.315,0,0,1
20231,0.344,1.541,0,0,1
20232,0.41,1.16,0,0,0
20233,0.204,1.289,0,0,1
20234,0.315,1.984,0,0,1
20235,0.165,1.532,0,0,1
20236,0.446,2.03,0,0,0
20237,0.108,0.048,0,0,1
20238,0.064,0.229,0,0,1
20239,0.098,0.279,0,0,1
20240,0.009,1.937,0,0,1
20241,0.287,0.307,0,0,1
20242,0.079,2.643,0,0,1
20243,0.212,-0.104,0,0,1
20244,0.359,0.467,0,0,1
20245,0.032,0.561,0,0,1
20246,0.056,0.593,0,0,1
20247,0.056,-0.79,0,0,1
20248,0.227,1.822,0,0,1
20249,0.154,0.889,0,0,1
20250,0.113,0.034,0,0,1
20251,0.368,0.959,0,0,1
20252,0.034,1.156,0,0,1
20253,0.339,2.072,0,0,1
20254,0.303,1.252,0,0,1
20255,0.103,1.16,0,0,1
20256,0.333,0.371,0,0,1
20257,0.018,1.011,0,0,1
20258,0.07,0.334,0,0,1
20259,0.406,1.61,0,0,0
20260,0.119,0.59,0,0,1
20261,0.24,0.981,0,0,1
20262,0.109,-0.164,0,0,1
20263,0.222,2.313,0,0,1
20264,0.014,1.538,0,0,1
20265,0.062,1.177,0,0,1
20266,0.387,1.213,0,0,1
20267,0.167,-0.608,0,0,1
20268,0.246,0.479,0,0,1
20269,0.016,0.221,0,0,1
20270,0.055,1.425,0,0,1
20271,0.055,1.999,0,0,1
20272,0.044,1.119,0,0,1
20273,0.17,1.598,0,0,1
20274,0.067,0.813,0,0,1
20275,0.21,1.24,0,0,1
20276,0.164,1.682,0,0,1
20277,0.183,1.499,0,0,1
20278,0.198,0.805,0,0,1
20279,0.193,1.03,0,0,1
20281,0.306,0.187,0,0,1
20282,0.052,0.37,0,0,1
20283,0.163,0.347,0,0,1
20284,0.102,1.509,0,0,1
20285,0.037,1.053,0,0,1
20286,0.184,1.029,0,0,1
20287,0.234,0.222,0,0,1
20288,0.052,0.406,0,0,1
20289,0.37,0.81,0,0,1
20290,0.01,0.366,0,0,1
20291,0.15,0.91,0,0,1
20292,0.111,1.845,0,0,1
20293,0.228,-1.562,0,0,1
20294,0.188,-0.812,0,0,1
20295,0.176,-0.538,0,0,1
20296,0.155,0.155,0,0,1
20297,0.012,1.251,0,0,1
20298,0.326,-0.032,0,0,1
20299,0.033,0.306,0,0,1
20300,0.01,0.921,0,0,1
20301,0.167,0.565,0,0,1
20302,0.046,1.684,0,0,1
20303,0.148,0.161,0,0,1
20304,0.126,0.778,0,0,1
20305,0.04,-0.741,0,0,1
20306,0.148,1.721,0,0,1
20307,0.422,0.376,0,0,0
20308,0.182,0.369,0,0,1
20309,0.251,1.823,0,0,1
20310,0.121,0.208,0,0,1
20311,0.089,1.005,0,0,1
20312,0.031,1.387,0,0,1
20313,0.145,0.879,0,0,1
20314,0.041,0.246,0,0,1
20315,0.212,1.478,0,0,1
20316,0.162,0.454,0,0,1
20317,0.218,0.399,0,0,1
20318,0.11,-0.457,0,0,1
20319,0.136,0.888,0,0,1
20320,0.026,0.43,0,0,1
20321,0.091,0.811,0,0,1
20322,0.087,2.07,0,0,1
20323,0.118,1.024,0,0,1
20324,0.255,0.478,0,0,1
20325,0.173,1.509,0,0,1
20326,0.262,1.573,0,0,1
20327,0.343,0.186,0,0,1
20328,0.349,1.362,0,0,1
20329,0.081,0.601,0,0,1
20330,0.104,0.945,0,0,1
20331,0.207,0.386,0,0,1
20332,0.103,0.094,0,0,1
20333,0.366,-0.047,0,0,1
20335,0.061,1.13,0,0,1
20336,0.227,0.619,0,0,1
20337,0.191,1.76,0,0,1
20338,0.15,-1.085,0,0,1
20339,0.083,-0.255,0,0,1
20340,0.244,0.25,0,0,1
20341,0.12,0.066,0,0,1
20342,0.197,-0.387,0,0,1
20343,0.363,-0.361,0,0,1
20344,0.252,0.968,0,0,1
20345,0.014,0.61,0,0,1
20346,0.073,0.443,0,0,1
20347,0.07,0.995,0,0,1
20348,0.108,0.823,0,0,1
20350,0.229,-1.873,0,0,1
20351,0.255,1.184,0,0,1
20352,0.05,2.013,0,0,1
20353,0.271,1.183,0,0,1
20354,0.165,1.997,0,0,1
20355,0.205,1.317,0,0,1
20356,0.3,0.399,0,0,1
20357,0.08,0.209,0,0,1
20358,0.139,0.502,0,0,1
20359,0.117,-0.1,0,0,1
20360,0.067,0.847,0,0,1
20361,0.293,0.966,0,0,1
20362,0.458,0.241,0,0,0
20363,0.094,0.061,0,0,1
20364,0.182,0.839,0,0,1
20365,0.068,0.27,0,0,1
20366,0.118,1.441,0,0,1
20367,0.088,1.637,0,0,1
20368,0.269,0.469,0,0,1
20369,0.139,-0.354,0,0,1
20370,0.107,-0.194,0,0,1
20371,0.099,0.54,0,0,1
20372,0.029,1.248,0,0,1
20373,0.098,0.584,0,0,1
20374,0.024,1.751,0,0,1
20375,0.212,-1.345,0,0,1
20376,0.011,0.121,0,0,1
20377,0.039,1.462,0,0,1
20378,0.126,0.616,0,0,1
20379,0.058,0.96,0,0,1
20380,0.181,0.118,0,0,1
20381,0.054,-0.197,0,0,1
20382,0.022,1.179,0,0,1
20383,0.106,0.305,0,0,1
20384,0.101,1.326,0,0,1
20385,0.177,-1.07,0,0,1
20386,0.191,2.884,0,0,1
20387,0.243,0.205,0,0,1
20388,0.203,1.74,0,0,1
20389,0.123,1.222,0,0,1
20390,0.169,-1.373,0,0,1
20391,0.054,2.707,0,0,1
20392,0.06,1.88,0,0,1
20393,0.214,1.138,0,0,1
20394,0.156,0.424,0,0,1
20395,0.039,1.778,0,0,1
20396,0.311,2.354,0,0,1
20397,0.043,-0.311,0,0,1
20398,0.273,0.509,0,0,1
20399,0.2,-0.444,0,0,1
20400,0.058,0.083,0,0,1
20401,0.196,0.121,0,0,1
20402,0.078,0.296,0,0,1
20403,0.213,-0.546,0,0,1
20404,0.146,0.381,0,0,1
20405,0.1,0.182,0,0,1
20406,0.081,2.366,0,0,1
20407,0.165,1.767,0,0,1
20408,0.071,0.256,0,0,1
20409,0.181,-1.717,0,0,1
20410,0.234,0.258,0,0,1
20411,0.056,-0.336,0,0,1
20412,0.31,1.188,0,0,1
20413,0.298,-0.599,0,0,1
20414,0.026,0.807,0,0,1
20415,0.107,0.611,0,0,1
20416,0.099,1.029,0,0,1
20417,0.091,0.65,0,0,1
20418,0.286,-0.313,0,0,1
20419,0.211,-0.418,0,0,1
20420,0.108,1.072,0,0,1
20421,0.236,-0.005,0,0,1
20422,0.079,0.363,0,0,1
20423,0.104,1.026,0,0,1
20424,0.209,1.507,0,0,1
20425,0.064,1.234,0,0,1
20426,0.053,2.227,0,0,1
20427,0.118,-0.014,0,0,1
20428,0.296,1.185,0,0,1
20429,0.262,1.154,0,0,1
20430,0.073,0.543,0,0,1
20431,0.098,-0.11,0,0,1
20432,0.062,0.282,0,0,1
20433,0.07,2.095,0,0,1
20434,0.082,1.623,0,0,1
20435,0.145,1.555,0,0,1
20436,0.014,1.095,0,0,1
20437,0.133,1.405,0,0,1
20438,0.455,1.572,0,0,0
20439,0.224,1.252,0,0,1
20440,0.248,0.501,0,0,1
20441,0.205,0.461,0,0,1
20442,0.216,-0.062,0,0,1
20443,0.22,-0.4,0,0,1
20444,0.148,0.955,0,0,1
20445,0.017,0.736,0,0,1
20446,0.081,0.552,0,0,1
20447,0.032,0.69,0,0,1
20448,0.227,1.509,0,0,1
20449,0.207,0.771,0,0,1
20450,0.085,2.894,0,0,1
20451,0.067,1.407,0,0,1
20452,0.266,0.868,0,0,1
20453,0.38,0.264,0,0,1
20454,0.138,1.428,0,0,1
20455,0.433,0.831,0,0,0
20456,0.315,0.492,0,0,1
20457,0.056,1.599,0,0,1
20458,0.165,0.071,0,0,1
20459,0.072,-0.116,0,0,1
20460,0.112,1.79,0,0,1
20461,0.061,0.766,0,0,1
20462,0.202,-0.24,0,0,1
20463,0.114,0.194,0,0,1
20464,0.127,0.467,0,0,1
20465,0.122,1.014,0,0,1
20466,0.016,2.189,0,0,1
20467,0.03,0.367,0,0,1
20468,0.193,1.348,0,0,1
20469,0.096,0.969,0,0,1
20470,0.365,0.88,0,0,1
20471,0.069,0.241,0,0,1
20472,0.093,-0.206,0,0,1
20473,0.085,0.427,0,0,1
20474,0.007,0.258,0,0,1
20475,0.166,0.928,0,0,1
20476,0.127,-0.061,0,0,1
20477,0.312,1.682,0,0,1
20478,0.206,0.562,0,0,1
20479,0.048,0.089,0,0,1
20480,0.095,1.019,0,0,1
20481,0.112,0.62,0,0,1
20482,0.053,0.221,0,0,1
20483,0.103,-0.488,0,0,1
20484,0.186,0.612,0,0,1
20485,0.083,1.496,0,0,1
20486,0.076,0.024,0,0,1
20487,0.141,0.155,0,0,1
20488,0.07,0.336,0,0,1
20489,0.172,1.088,0,0,1
20490,0.07,1.639,0,0,1
20491,0.094,0.598,0,0,1
20492,0.284,1.211,0,0,1
20493,0.079,-0.49,0,0,1
20494,0.135,1.779,0,0,1
20495,0.218,2.016,0,0,1
20496,0.151,-0.477,0,0,1
20497,0.075,1.825,0,0,1
20498,0.159,1.078,0,0,1
20499,0.134,-0.528,0,0,1
20500,0.093,0.911,0,0,1
20501,0.048,0.361,0,0,1
20502,0.157,1.489,0,0,1
20503,0.075,0.432,0,0,1
20504,0.201,0.024,0,0,1
20505,0.1,-0.455,0,0,1
20506,0.067,0.448,0,0,1
20507,0.069,1.151,0,0,1
20508,0.017,-0.391,0,0,1
20509,0.068,2.007,0,0,1
20511,0.069,1.3,0,0,1
20512,0.149,1.339,0,0,1
20513,0.012,0.251,0,0,1
20514,0.016,1.944,0,0,1
20515,0.388,-0.422,0,0,1
20516,0.209,1.201,0,0,1
20517,0.101,2.274,0,0,1
20518,0.049,-0.366,0,0,1
20519,0.301,-0.217,0,0,1
20520,0.044,0.175,0,0,1
20521,0.159,1.009,0,0,1
20522,0.096,0.592,0,0,1
20523,0.138,-0.229,0,0,1
20524,0.035,-0.034,0,0,1
20525,0.064,-0.095,0,0,1
20526,0.048,1.217,0,0,1
20527,0.145,1.429,0,0,1
20528,0.081,0.707,0,0,1
20529,0.026,1.813,0,0,1
20530,0.115,0.833,0,0,1
20531,0.104,-0.213,0,0,1
20532,0.068,1.031,0,0,1
20533,0.186,0.481,0,0,1
20534,0.101,1.454,0,0,1
20535,0.148,0.954,0,0,1
20536,0.331,0.056,0,0,1
20537,0.062,0.397,0,0,1
20538,0.332,0.765,0,0,1
20539,0.084,-0.783,0,0,1
20540,0.053,-0.777,0,0,1
20541,0.071,-0.046,0,0,1
20542,0.295,0.253,0,0,1
20543,0.062,1.343,0,0,1
20544,0.164,-0.064,0,0,1
20545,0.141,-0.612,0,0,1
20546,0.306,0.318,0,0,1
20547,0.083,0.115,0,0,1
20548,0.141,0.827,0,0,1
20549,0.202,0.612,0,0,1
20550,0.187,0.187,0,0,1
20551,0.229,-0.575,0,0,1
20552,0.26,-0.127,0,0,1
20553,0.296,-0.598,0,0,1
20554,0.176,1.06,0,0,1
20555,0.052,0.375,0,0,1
20556,0.092,0.077,0,0,1
20557,0.049,-0.83,0,0,1
20558,0.197,0.087,0,0,1
20559,0.147,0.386,0,0,1
20560,0.205,0.493,0,0,1
20561,0.226,0.681,0,0,1
20562,0.129,-0.022,0,0,1
20563,0.107,1.996,0,0,1
20564,0.089,0.701,0,0,1
20565,0.078,-0.041,0,0,1
20567,0.31,1.256,0,0,1
20568,0.064,0.3,0,0,1
20569,0.051,0.631,0,0,1
20570,0.177,-0.177,0,0,1
21001,0.277,-0.226,1,0,1
21002,0.25,0.698,1,0,1
21003,0.194,-0.418,1,0,1
21004,0.159,-0.257,1,0,1
21005,0.177,1.568,1,0,1
21006,0.263,1.352,1,0,1
21007,0.404,0.916,1,0,0
21008,0.089,-0.249,1,0,1
21009,0.172,0.282,1,0,1
21010,0.265,0.865,1,0,1
21011,0.369,-0.215,1,0,1
21012,0.327,0.104,1,0,1
21013,0.234,-0.283,1,0,1
21014,0.117,1.163,1,0,1
21015,0.3,-0.884,1,0,1
21016,0.194,0.457,1,0,1
21017,0.184,0.341,1,0,1
21018,0.291,0.316,1,0,1
21019,0.422,-0.786,1,1,0
21020,0.186,-0.071,1,0,1
21021,0.086,-0.157,1,0,1
21022,0.244,0.385,1,0,1
21023,0.273,0.749,1,0,1
21024,0.471,0.327,1,0,0
21025,0.282,0.659,1,0,1
21026,0.206,0.197,1,0,1
21027,0.51,0.815,1,0,0
21028,0.459,1.501,1,0,0
21029,0.081,0.516,1,0,1
21030,0.259,0.741,1,0,1
21031,0.183,0.592,1,0,1
21032,0.225,0.387,1,0,1
21033,0.355,0.24,1,0,1
21034,0.226,-0.288,1,0,1
21035,0.224,0.048,1,0,1
21036,0.301,2.015,1,0,1
21037,0.207,0.051,1,0,1
21038,0.168,-0.231,1,0,1
21039,0.106,0.969,1,0,1
21040,0.208,0.361,1,0,1
21041,0.21,-1.398,1,0,1
21042,0.148,0.606,1,0,1
21043,0.221,0.959,1,0,1
21044,0.306,-0.001,1,0,1
21045,0.232,-0.317,1,0,1
21046,0.374,0.046,1,0,1
21047,0.166,-0.321,1,0,1
21048,0.224,-0.434,1,0,1
21049,0.291,1.596,1,0,1
21050,0.223,1.458,1,0,1
21051,0.168,-0.45,1,0,1
21052,0.339,0.567,1,0,1
21053,0.193,-0.021,1,0,1
21054,0.235,0.302,1,0,1
21055,0.103,0.416,1,0,1
21056,0.272,0.208,1,0,1
21057,0.388,0.644,1,0,1
21058,0.242,1.253,1,0,1
21059,0.302,0.197,1,0,1
21060,0.061,-0.363,1,0,1
21061,0.218,2.409,1,0,1
21062,0.355,0.048,1,0,1
21063,0.237,-0.321,1,0,1
21064,0.236,0.539,1,0,1
21065,0.239,0.14,1,0,1
21066,0.263,0.507,1,0,1
21067,0.304,-0.07,1,0,1
21068,0.249,1.391,1,0,1
