date,time,year,month,doy,dow,death,cvd,resp,temp,dptp,rhum,pm10,o3
12/10/89,1075,1989,12,344,Sunday,118,53,11,-0.555555556,22.875,72.625,25.24226826,13.44243791
12/11/89,1076,1989,12,345,Monday,136,58,11,-6.944444444,6.5,62.125,34.22004408,12.9488973
12/12/89,1077,1989,12,346,Tuesday,125,60,11,-11.66666667,0.5,66.875,37.13528853,11.94894234
12/13/89,1078,1989,12,347,Wednesday,122,55,9,-10.55555556,14.375,81,42.06214831,13.3163784
12/14/89,1079,1989,12,348,Thursday,126,48,9,-13.33333333,-6.875,68.5,33.09188945,12.26028536
12/15/89,1080,1989,12,349,Friday,105,52,14,-15.83333333,2.625,69.125,44.66348084,11.40272295
12/16/89,1081,1989,12,350,Saturday,129,53,14,-16.38888889,-4.5,73.375,32.21430847,12.44056166
12/17/89,1082,1989,12,351,Sunday,123,67,10,-12.5,2.625,69.625,30.21516077,10.50223551
12/18/89,1083,1989,12,352,Monday,156,73,17,-12.5,2.625,61.75,41.26517801,9.402031277
12/19/89,1084,1989,12,353,Tuesday,160,75,15,-13.61111111,-3.625,68.875,38.14145562,11.84970663
12/20/89,1085,1989,12,354,Wednesday,121,57,13,-17.77777778,-2.875,76.125,21.63788523,13.99800851
12/21/89,1086,1989,12,355,Thursday,157,77,15,-21.38888889,-23,54.75,43.22892156,20.47055364
12/22/89,1087,1989,12,356,Friday,163,74,20,-20.27777778,-11.875,64,43.16454756,12.02114108
12/23/89,1088,1989,12,357,Saturday,156,72,11,-18.33333333,-9.375,69.5,32.15959528,9.331430138
12/24/89,1089,1989,12,358,Sunday,136,68,15,-15,7.5,78.5,23.41112265,10.63420004
12/25/89,1090,1989,12,359,Monday,155,77,17,-4.166666667,26.75,82.625,NA,12.64906821
12/26/89,1091,1989,12,360,Tuesday,160,81,15,-11.11111111,3.25,66.875,NA,20.11894293
12/27/89,1092,1989,12,361,Wednesday,169,75,17,-6.388888889,20,75,28.23867672,12.9386289
12/28/89,1093,1989,12,362,Thursday,157,70,17,-2.777777778,32,84.625,14.31190194,8.889303097
12/29/89,1094,1989,12,363,Friday,172,74,16,1.388888889,30.625,90.625,34.31825784,7.101674469
12/30/89,1095,1989,12,364,Saturday,155,73,17,0.277777778,32,96,34.19196099,6.202235544
12/31/89,1096,1989,12,365,Sunday,186,88,18,-0.833333333,24.625,83,36.36123094,9.09401784
1/1/90,1097,1990,1,1,Monday,157,74,21,-2.5,19.75,77.25,NA,17.58564
1/2/90,1098,1990,1,2,Tuesday,168,73,18,0.555555556,28.75,76.875,NA,8.667090277
1/3/90,1099,1990,1,3,Wednesday,166,78,24,3.888888889,39.75,87.25,28.95648059,9.158608552
1/4/90,1100,1990,1,4,Thursday,140,60,20,2.222222222,23.5,77.75,22.72096714,10.12528729
1/5/90,1101,1990,1,5,Friday,150,68,19,-1.388888889,27.625,84.25,32.24464038,8.006070273
1/6/90,1102,1990,1,6,Saturday,156,67,21,-1.111111111,25,82,41.88315021,8.057244368
1/7/90,1103,1990,1,7,Sunday,146,56,26,1.666666667,30.375,88.625,26.74352712,9.623606712
1/8/90,1104,1990,1,8,Monday,133,64,18,2.777777778,33.625,71.25,27.24567605,8.452014131
1/9/90,1105,1990,1,9,Tuesday,168,68,34,3.333333333,31.125,81.25,24.69878501,11.05630507
1/10/90,1106,1990,1,10,Wednesday,148,67,14,0.277777778,29.125,84.875,27.30365966,10.2791552
1/11/90,1107,1990,1,11,Thursday,157,72,21,3.333333333,21.625,57.75,101.0895363,20.80583046
1/12/90,1108,1990,1,12,Friday,155,72,14,-3.333333333,10.5,54.625,58.91180676,22.24262258
1/13/90,1109,1990,1,13,Saturday,121,51,15,-5,18.375,65.875,18.81451583,11.24550541
1/14/90,1110,1990,1,14,Sunday,130,61,17,2.5,27,60.875,22.42211833,10.0614808
1/15/90,1111,1990,1,15,Monday,135,60,19,5,31.125,69.75,44.98656628,8.747245519
1/16/90,1112,1990,1,16,Tuesday,150,61,19,8.611111111,52.125,91.125,NA,5.706068899
1/17/90,1113,1990,1,17,Wednesday,138,64,9,7.222222222,37.125,90.5,24.28294077,13.69941408
1/18/90,1114,1990,1,18,Thursday,111,49,9,0,22.5,72,31.915905,16.33141014
1/19/90,1115,1990,1,19,Friday,118,58,9,-0.833333333,22.875,64.875,38.01145608,16.61207092
1/20/90,1116,1990,1,20,Saturday,137,51,23,1.944444444,34,96,30.98716682,9.06312404
1/21/90,1117,1990,1,21,Sunday,120,58,9,-1.111111111,27.625,81.25,14.83964298,12.75271052
1/22/90,1118,1990,1,22,Monday,134,59,13,2.5,30.625,83.875,18.8748358,10.58108219
1/23/90,1119,1990,1,23,Tuesday,117,62,13,4.166666667,38.375,78.5,32.81663075,8.358542057
1/24/90,1120,1990,1,24,Wednesday,129,60,14,4.444444444,31.875,71.75,17.92447338,11.13807625
1/25/90,1121,1990,1,25,Thursday,133,55,13,-0.833333333,20,82.75,25.93670583,15.02776055
1/26/90,1122,1990,1,26,Friday,105,53,11,-3.611111111,27.75,78.5,29.4009137,10.03196242
1/27/90,1123,1990,1,27,Saturday,104,44,10,3.055555556,19.5,60.375,21.23928717,21.60243509
1/28/90,1124,1990,1,28,Sunday,116,59,9,-0.833333333,18.125,56.5,31.12489299,11.23712033
1/29/90,1125,1990,1,29,Monday,112,49,12,1.111111111,17.5,49.125,47.47189144,6.089479692
1/30/90,1126,1990,1,30,Tuesday,129,55,12,1.388888889,21.375,66.625,28.28683429,13.30953424
1/31/90,1127,1990,1,31,Wednesday,122,60,13,-0.833333333,33.875,67.875,31.23407582,14.79300589
2/1/90,1128,1990,2,32,Thursday,119,55,13,5,31.75,88.125,27.25465709,17.36762002
2/2/90,1129,1990,2,33,Friday,132,58,12,-1.111111111,25.875,83.875,27.47355788,25.13578472
2/3/90,1130,1990,2,34,Saturday,129,53,12,0.555555556,31,90.125,25.41153658,8.007647342
2/4/90,1131,1990,2,35,Sunday,119,52,7,1.111111111,28.5,81.875,18.30532944,24.34380538
2/5/90,1132,1990,2,36,Monday,116,57,10,5.277777778,36.75,73.625,24.02297068,13.27914197
2/6/90,1133,1990,2,37,Tuesday,125,48,12,3.611111111,36.625,84,31.51046041,7.363172314
2/7/90,1134,1990,2,38,Wednesday,116,48,10,2.777777778,37.25,88,36.41783665,10.56274485
2/8/90,1135,1990,2,39,Thursday,124,57,13,10,47.625,72,32.41087936,22.50793083
2/9/90,1136,1990,2,40,Friday,99,46,12,5.277777778,22.375,50.375,39.99684066,17.37154598
2/10/90,1137,1990,2,41,Saturday,132,62,7,0,24.75,72.875,20.97081129,14.70362151
2/11/90,1138,1990,2,42,Sunday,131,60,8,-1.944444444,20.125,62.75,29.60232414,17.90585168
2/12/90,1139,1990,2,43,Monday,135,52,11,3.611111111,40.375,62.875,33.31527507,12.26200545
2/13/90,1140,1990,2,44,Tuesday,143,64,15,5,23.5,79.75,NA,25.21575445
2/14/90,1141,1990,2,45,Wednesday,120,63,7,-2.777777778,25,92.5,11.72849221,30.68720873
2/15/90,1142,1990,2,46,Thursday,149,75,16,-1.388888889,29,90.375,22.70130481,25.03222373
2/16/90,1143,1990,2,47,Friday,140,64,11,-2.5,15.625,76.25,20.77591421,19.75933783
2/17/90,1144,1990,2,48,Saturday,114,58,8,-6.111111111,14.75,65.75,26.40073338,17.85941752
2/18/90,1145,1990,2,49,Sunday,131,54,16,0,26.375,68.25,23.99762488,20.00504443
2/19/90,1146,1990,2,50,Monday,124,60,8,-4.444444444,6.875,51.75,30.76561242,22.08063132
2/20/90,1147,1990,2,51,Tuesday,104,50,5,-6.388888889,15.5,61.25,44.16781311,13.26438966
2/21/90,1148,1990,2,52,Wednesday,108,49,9,1.111111111,30.125,62.25,30.71556382,12.59015954
2/22/90,1149,1990,2,53,Thursday,115,52,8,2.222222222,32,95.5,20.232145,15.09914979
2/23/90,1150,1990,2,54,Friday,135,60,7,0.277777778,25.75,77.75,19.2216593,22.57477935
2/24/90,1151,1990,2,55,Saturday,117,58,12,-6.111111111,-2.5,49.875,71.06263192,28.95032916
2/25/90,1152,1990,2,56,Sunday,100,39,11,-11.66666667,-2.625,51.625,23.51096508,23.54031296
2/26/90,1153,1990,2,57,Monday,131,61,8,-5,22,72.125,21.93988293,15.7206542
2/27/90,1154,1990,2,58,Tuesday,119,51,10,0.277777778,14.5,50.875,34.18929106,20.19932402
2/28/90,1155,1990,2,59,Wednesday,122,54,10,-4.166666667,12.625,57.75,27.27368258,24.00205321
3/1/90,1156,1990,3,60,Thursday,123,53,11,-0.833333333,25.25,63.875,35.26382904,16.46802664
3/2/90,1157,1990,3,61,Friday,133,61,11,4.166666667,28.25,64.25,34.89469233,18.02102648
3/3/90,1158,1990,3,62,Saturday,115,50,10,-1.666666667,9,46.625,20.77810364,29.47553873
3/4/90,1159,1990,3,63,Sunday,121,57,8,-0.833333333,22.625,55.5,24.03898882,20.43275157
3/5/90,1160,1990,3,64,Monday,143,63,13,0.555555556,26.625,81.25,24.75633265,25.6119363
3/6/90,1161,1990,3,65,Tuesday,112,56,6,-1.666666667,13.75,52.125,25.11084453,34.22249399
3/7/90,1162,1990,3,66,Wednesday,99,47,5,-1.388888889,21.75,58.5,41.71947702,27.89554446
3/8/90,1163,1990,3,67,Thursday,115,48,10,4.722222222,46.625,99,25.26723945,9.319861968
3/9/90,1164,1990,3,68,Friday,113,48,11,7.777777778,43.375,88.625,33.09493746,12.67052927
3/10/90,1165,1990,3,69,Saturday,135,71,11,10.55555556,45.625,98.5,32.05442695,10.01666897
3/11/90,1166,1990,3,70,Sunday,121,50,6,14.16666667,61.125,77.75,26.60307479,19.65569627
3/12/90,1167,1990,3,71,Monday,142,56,12,21.38888889,56.625,56.75,22.0528913,30.1982696
3/13/90,1168,1990,3,72,Tuesday,127,61,14,19.44444444,61.375,78.375,28.45316111,15.8311062
3/14/90,1169,1990,3,73,Wednesday,112,51,9,18.33333333,55.75,71.5,29.89519691,24.43488289
3/15/90,1170,1990,3,74,Thursday,116,52,10,14.16666667,39.125,66.25,20.44752299,30.06267217
3/16/90,1171,1990,3,75,Friday,111,41,11,10.55555556,35.75,54.75,26.98227553,29.35457849
3/17/90,1172,1990,3,76,Saturday,126,59,7,5,26.25,57.75,25.93424591,36.03530775
3/18/90,1173,1990,3,77,Sunday,128,51,9,2.222222222,22.5,58.375,13.11847708,28.89997157
3/19/90,1174,1990,3,78,Monday,123,59,10,-3.055555556,11,52.75,27.51693619,24.19826358
3/20/90,1175,1990,3,79,Tuesday,123,50,11,0.555555556,24.5,54.875,35.08437878,16.49698062
3/21/90,1176,1990,3,80,Wednesday,114,43,7,8.611111111,34.5,45.25,44.07621444,21.57187374
3/22/90,1177,1990,3,81,Thursday,121,67,5,7.222222222,37.125,77.25,35.12420276,19.98090595
3/23/90,1178,1990,3,82,Friday,106,46,11,-0.555555556,9.125,42.25,28.15255,28.13076456
3/24/90,1179,1990,3,83,Saturday,111,46,11,-0.555555556,15.375,51.5,23.19623103,24.71402387
3/25/90,1180,1990,3,84,Sunday,108,34,16,1.388888889,22.375,51,26.31568665,22.70854717
3/26/90,1181,1990,3,85,Monday,126,54,11,0.555555556,20.5,63.5,15.43131636,24.0093891
3/27/90,1182,1990,3,86,Tuesday,100,50,7,1.944444444,21.375,51.125,58.25716237,14.4795795
3/28/90,1183,1990,3,87,Wednesday,127,55,13,5.277777778,25.75,46.5,34.66900962,17.63299097
3/29/90,1184,1990,3,88,Thursday,103,42,8,5.277777778,40.375,94.875,39.22871548,14.14544023
3/30/90,1185,1990,3,89,Friday,107,52,7,5.277777778,35.75,88.875,33.60315376,20.60028463
3/31/90,1186,1990,3,90,Saturday,92,42,11,5.277777778,41.5,93.125,57.30076946,18.25977296
4/1/90,1187,1990,4,91,Sunday,103,38,6,8.888888889,43,80.5,30.54770872,15.58259036
4/2/90,1188,1990,4,92,Monday,127,61,12,3.333333333,29.875,76,17.75907289,17.21621158
4/3/90,1189,1990,4,93,Tuesday,128,55,6,5.277777778,27.25,57.875,28.59506678,22.57333225
4/4/90,1190,1990,4,94,Wednesday,99,42,7,6.111111111,37,72,42.65743046,11.29841332
4/5/90,1191,1990,4,95,Thursday,120,57,8,3.333333333,16.625,41,25.47465024,17.37699517
4/6/90,1192,1990,4,96,Friday,107,57,3,-0.555555556,17.125,66.125,38.00567031,17.63377927
4/7/90,1193,1990,4,97,Saturday,118,44,11,0.833333333,16.5,41.25,27.23907872,17.83739531
4/8/90,1194,1990,4,98,Sunday,92,48,5,7.777777778,30.375,35.75,28.70129752,22.26143547
4/9/90,1195,1990,4,99,Monday,155,81,7,10.55555556,44.125,83.375,40.15394782,18.86966477
4/10/90,1196,1990,4,100,Tuesday,125,54,11,5.277777778,22.25,51.125,23.50792056,19.49187798
4/11/90,1197,1990,4,101,Wednesday,114,48,12,2.222222222,17.5,48.5,21.41964427,18.57153051
4/12/90,1198,1990,4,102,Thursday,116,52,5,1.666666667,23.625,52.5,29.08975318,18.65159946
4/13/90,1199,1990,4,103,Friday,155,70,10,5.277777778,41.625,94,36.23068363,16.36432962
4/14/90,1200,1990,4,104,Saturday,98,42,8,9.166666667,36.375,59.75,32.20955877,22.79583237
4/15/90,1201,1990,4,105,Sunday,103,38,5,9.166666667,32.75,65,37.62581932,24.43688334
4/16/90,1202,1990,4,106,Monday,116,58,7,8.888888889,39.875,77.5,NA,21.45024375
4/17/90,1203,1990,4,107,Tuesday,106,48,13,3.888888889,20.375,50.625,23.75288072,25.41705836
4/18/90,1204,1990,4,108,Wednesday,108,51,8,5.277777778,22.125,34.75,30.17163736,21.50567157
4/19/90,1205,1990,4,109,Thursday,114,51,4,9.722222222,45.75,73.5,40.76291189,19.57363878
4/20/90,1206,1990,4,110,Friday,113,58,8,13.33333333,56.875,98,29.84518442,7.760873873
4/21/90,1207,1990,4,111,Saturday,102,48,5,13.05555556,39.125,56.75,23.63389974,18.27538894
4/22/90,1208,1990,4,112,Sunday,103,53,7,13.05555556,44.75,56.875,91.62318845,24.59751032
4/23/90,1209,1990,4,113,Monday,112,49,7,18.61111111,58.375,56.75,47.61288294,30.79956181
4/24/90,1210,1990,4,114,Tuesday,118,49,18,24.72222222,56.875,47.875,41.65388258,29.87087661
4/25/90,1211,1990,4,115,Wednesday,106,50,12,24.72222222,61,62.625,61.87564276,25.91098457
4/26/90,1212,1990,4,116,Thursday,140,70,5,23.88888889,57,48.875,53.11123752,32.02748759
4/27/90,1213,1990,4,117,Friday,114,53,10,23.05555556,56.125,51.25,57.59433329,35.93478785
4/28/90,1214,1990,4,118,Saturday,117,52,8,16.11111111,48.75,79.875,26.35020811,25.24333655
4/29/90,1215,1990,4,119,Sunday,115,54,7,14.72222222,51,62.75,30.26033275,18.0201942
4/30/90,1216,1990,4,120,Monday,116,43,5,12.77777778,31.25,42,47.47057821,16.76152948
5/1/90,1217,1990,5,121,Tuesday,101,43,11,11.11111111,26,37,45.4962258,26.14522969
5/2/90,1218,1990,5,122,Wednesday,119,41,7,12.22222222,33.625,50.375,61.88056116,24.75436013
5/3/90,1219,1990,5,123,Thursday,117,46,12,10.83333333,44.5,82.75,49.26561619,23.90694957
5/4/90,1220,1990,5,124,Friday,116,47,11,8.055555556,41.625,91,21.95338009,32.47725041
5/5/90,1221,1990,5,125,Saturday,109,45,6,10.55555556,45.125,76.75,30.97793396,34.58488526
5/6/90,1222,1990,5,126,Sunday,110,46,9,11.38888889,44.5,59.75,26.50146483,25.56655921
5/7/90,1223,1990,5,127,Monday,114,49,10,16.94444444,48.875,46.5,53.40214766,34.90186374
5/8/90,1224,1990,5,128,Tuesday,115,45,7,21.38888889,55.75,54.125,63.63735135,45.86335484
5/9/90,1225,1990,5,129,Wednesday,125,59,16,16.94444444,56.875,99.625,79.43103669,31.15939058
5/10/90,1226,1990,5,130,Thursday,109,51,3,6.388888889,36.75,69.5,17.49520026,19.05887144
5/11/90,1227,1990,5,131,Friday,115,55,9,9.722222222,36.25,53.75,29.32487059,23.32747344
5/12/90,1228,1990,5,132,Saturday,114,57,6,10.27777778,48,98,26.98122798,26.00036751
5/13/90,1229,1990,5,133,Sunday,109,39,9,12.5,43,62.375,29.56191847,42.89042571
5/14/90,1230,1990,5,134,Monday,110,50,9,13.61111111,59.125,84,28.12745299,23.09920508
5/15/90,1231,1990,5,135,Tuesday,103,48,10,13.05555556,54,94.125,52.15801844,14.77254356
5/16/90,1232,1990,5,136,Wednesday,131,62,9,19.16666667,57.25,74.875,27.11876777,25.40708417
5/17/90,1233,1990,5,137,Thursday,120,54,6,13.33333333,41.625,55.875,68.31917836,28.01997788
5/18/90,1234,1990,5,138,Friday,92,44,5,15.83333333,43.625,49.75,60.54493905,31.70795019
5/19/90,1235,1990,5,139,Saturday,133,53,14,16.94444444,63,83,25.4118867,26.50484519
5/20/90,1236,1990,5,140,Sunday,101,36,7,12.5,46.125,90.375,17.67135283,21.21335628
5/21/90,1237,1990,5,141,Monday,102,43,5,11.38888889,41.5,66.125,16.45269961,21.0208263
5/22/90,1238,1990,5,142,Tuesday,107,53,6,11.38888889,40.75,57.625,19.23742339,22.65555569
5/23/90,1239,1990,5,143,Wednesday,109,41,8,13.88888889,50.125,65.625,49.32333279,21.67918844
5/24/90,1240,1990,5,144,Thursday,112,48,14,16.38888889,50,69.25,47.7372136,30.87994592
5/25/90,1241,1990,5,145,Friday,126,58,9,13.61111111,56.25,96.375,29.5906298,26.18658796
5/26/90,1242,1990,5,146,Saturday,107,31,7,15.27777778,51.375,74.875,47.2682714,38.68153899
5/27/90,1243,1990,5,147,Sunday,110,54,8,17.22222222,46,59.5,37.95910737,50.05368862
5/28/90,1244,1990,5,148,Monday,106,42,14,16.94444444,44.25,49.875,28.65231804,40.59191198
5/29/90,1245,1990,5,149,Tuesday,113,44,9,12.77777778,29.375,41.875,25.79481835,30.46862078
5/30/90,1246,1990,5,150,Wednesday,110,47,15,11.94444444,33.375,44,41.73220238,29.9955247
5/31/90,1247,1990,5,151,Thursday,120,51,7,14.16666667,41.125,40.875,58.50660408,28.31189419
6/1/90,1248,1990,6,152,Friday,95,37,9,23.33333333,65.625,62.75,59.81712865,36.79411921
6/2/90,1249,1990,6,153,Saturday,140,61,12,23.61111111,55.625,52.25,82.44619077,30.26237666
6/3/90,1250,1990,6,154,Sunday,119,50,12,16.11111111,41.5,64.875,103.872075,25.58026478
6/4/90,1251,1990,6,155,Monday,114,40,8,11.66666667,30.625,43.375,22.10869662,22.30912776
6/5/90,1252,1990,6,156,Tuesday,116,50,6,11.66666667,51.375,71.125,38.89763465,13.89273672
6/6/90,1253,1990,6,157,Wednesday,123,50,7,20.55555556,48.875,47.875,47.4541683,20.90735335
6/7/90,1254,1990,6,158,Thursday,117,47,10,18.61111111,53.875,75.5,47.55059619,24.11870181
6/8/90,1255,1990,6,159,Friday,121,53,15,21.11111111,63.875,73.125,41.44748493,18.87129188
6/9/90,1256,1990,6,160,Saturday,114,53,9,22.5,55,56.5,34.49534906,31.91216273
6/10/90,1257,1990,6,161,Sunday,115,49,11,18.05555556,50.75,61.625,14.56292108,31.23560763
6/11/90,1258,1990,6,162,Monday,103,48,12,18.61111111,55.375,54,42.50965426,29.61449403
6/12/90,1259,1990,6,163,Tuesday,118,45,11,25.55555556,62.5,50.875,89.5717375,47.04755709
6/13/90,1260,1990,6,164,Wednesday,125,53,14,27.5,69,63.5,61.0647903,49.44737181
6/14/90,1261,1990,6,165,Thursday,97,46,6,21.66666667,61.5,78.25,24.49870534,31.2954401
6/15/90,1262,1990,6,166,Friday,100,49,9,21.66666667,57.875,62.625,41.51771472,35.44475542
6/16/90,1263,1990,6,167,Saturday,102,43,4,23.33333333,68.875,77,51.29471373,35.76639183
6/17/90,1264,1990,6,168,Sunday,105,50,10,25.83333333,71.375,72.625,38.61635395,41.35830024
6/18/90,1265,1990,6,169,Monday,121,55,7,21.66666667,55.875,54.25,28.61651819,33.84905889
6/19/90,1266,1990,6,170,Tuesday,107,53,9,17.22222222,52.875,61.625,32.68932146,18.8365107
6/20/90,1267,1990,6,171,Wednesday,104,47,4,20.55555556,63.875,71.25,33.20776979,20.74203498
6/21/90,1268,1990,6,172,Thursday,105,44,4,22.22222222,62.75,73.125,42.70071811,18.82837901
6/22/90,1269,1990,6,173,Friday,112,53,7,19.16666667,57.125,87.375,21.79384837,19.86564072
6/23/90,1270,1990,6,174,Saturday,118,54,10,18.33333333,54.875,69.25,29.76027711,18.58238271
6/24/90,1271,1990,6,175,Sunday,104,46,9,17.77777778,45.75,45,24.93731066,23.02075916
6/25/90,1272,1990,6,176,Monday,112,47,3,20.83333333,58.5,58.125,38.34036241,23.80896381
6/26/90,1273,1990,6,177,Tuesday,99,41,9,24.16666667,69.375,76.875,43.24433373,30.14304417
6/27/90,1274,1990,6,178,Wednesday,101,36,10,23.61111111,55.625,72.125,44.24433373,30.48574998
6/28/90,1275,1990,6,179,Thursday,119,42,18,22.5,68.125,74.25,49.39876542,29.03059626
6/29/90,1276,1990,6,180,Friday,115,37,15,23.05555556,69.125,80.125,22.75537667,32.70408093
6/30/90,1277,1990,6,181,Saturday,97,46,5,26.66666667,70.375,75.125,40.51644766,35.058875
7/1/90,1278,1990,7,182,Sunday,106,44,4,19.16666667,55.5,72.125,19.31396426,19.56069861
7/2/90,1279,1990,7,183,Monday,97,47,1,20.83333333,61.25,61.375,26.78124998,29.50435864
7/3/90,1280,1990,7,184,Tuesday,120,57,9,25,71.75,63.25,52.74528478,45.9691997
7/4/90,1281,1990,7,185,Wednesday,106,40,6,30.27777778,73.375,62.125,58.76914124,51.46615327
7/5/90,1282,1990,7,186,Thursday,111,45,5,23.05555556,55.25,73.625,34.21837934,27.55911535
7/6/90,1283,1990,7,187,Friday,97,33,8,17.22222222,50.125,65,8.992965058,19.86581858
7/7/90,1284,1990,7,188,Saturday,108,44,6,19.44444444,57.375,52.125,29.20494691,30.03772795
7/8/90,1285,1990,7,189,Sunday,106,42,6,28.61111111,70.625,56.25,50.95607859,44.5184631
7/9/90,1286,1990,7,190,Monday,107,39,11,27.22222222,64,62.5,39.62909028,36.35037221
7/10/90,1287,1990,7,191,Tuesday,102,42,8,21.38888889,61.625,83.75,33.66679369,23.54798994
7/11/90,1288,1990,7,192,Wednesday,124,43,7,19.44444444,54.875,70.25,18.14724071,27.65222908
7/12/90,1289,1990,7,193,Thursday,118,51,14,18.88888889,54.625,69,13.00007505,22.70022059
7/13/90,1290,1990,7,194,Friday,89,32,7,16.94444444,53.625,73.25,13.72226999,21.98350103
7/14/90,1291,1990,7,195,Saturday,98,48,6,16.66666667,58.75,92.25,25.67120306,16.01523701
7/15/90,1292,1990,7,196,Sunday,105,47,12,18.33333333,62.125,88.625,29.59995936,14.73104849
7/16/90,1293,1990,7,197,Monday,91,32,4,21.38888889,68.5,78.25,30.82577646,26.76057757
7/17/90,1294,1990,7,198,Tuesday,104,46,8,25.55555556,63.75,62,41.547641,41.65499857
7/18/90,1295,1990,7,199,Wednesday,104,54,4,25.83333333,67.625,87.25,44.56398836,25.58158499
7/19/90,1296,1990,7,200,Thursday,111,39,8,25.27777778,68,92.625,48.1048735,17.88660556
7/20/90,1297,1990,7,201,Friday,96,42,2,20,63.25,87.875,15.61367553,18.47778335
7/21/90,1298,1990,7,202,Saturday,106,48,6,20.83333333,57.875,69.125,24.61690674,23.67520414
7/22/90,1299,1990,7,203,Sunday,97,40,3,20.27777778,61,77.5,13.03873316,28.93439765
7/23/90,1300,1990,7,204,Monday,103,41,7,20.27777778,57.75,67.125,37.09684067,19.57976943
7/24/90,1301,1990,7,205,Tuesday,108,52,6,20.83333333,61.5,69.125,38.36753411,18.49679281
7/25/90,1302,1990,7,206,Wednesday,101,44,7,22.22222222,63,63.625,38.04413981,25.457916
7/26/90,1303,1990,7,207,Thursday,96,36,10,24.16666667,62.5,59.75,47.19080953,32.18942275
7/27/90,1304,1990,7,208,Friday,123,56,10,23.61111111,65.75,65.75,74.41212679,47.31917059
7/28/90,1305,1990,7,209,Saturday,125,56,8,26.11111111,70.5,71,86.19645289,50.01314155
7/29/90,1306,1990,7,210,Sunday,103,41,7,26.38888889,70.375,75.375,52.51581325,33.93668739
7/30/90,1307,1990,7,211,Monday,111,54,12,20.83333333,58.125,73.75,20.52484432,18.20335946
7/31/90,1308,1990,7,212,Tuesday,96,43,5,16.66666667,49.625,64,14.8374422,18.82445587
8/1/90,1309,1990,8,213,Wednesday,100,35,4,17.5,57.625,68.25,39.50248271,23.61795723
8/2/90,1310,1990,8,214,Thursday,110,48,5,20.55555556,57.375,56.5,38.33741154,32.08342612
8/3/90,1311,1990,8,215,Friday,111,53,6,24.16666667,69.375,78.5,63.66829982,38.60686065
8/4/90,1312,1990,8,216,Saturday,114,46,9,24.72222222,66,73,19.37868406,23.35319944
8/5/90,1313,1990,8,217,Sunday,133,64,8,20.27777778,57.75,76.875,9.426578906,20.21093016
8/6/90,1314,1990,8,218,Monday,83,39,7,16.11111111,49.625,67.625,9.939887222,16.8633097
8/7/90,1315,1990,8,219,Tuesday,102,46,7,17.5,54.5,64.5,28.34403423,19.45216104
8/8/90,1316,1990,8,220,Wednesday,101,41,10,20.55555556,56,64.625,48.92928499,21.31404787
8/9/90,1317,1990,8,221,Thursday,100,41,10,20.55555556,56.5,60.875,51.52832802,27.97325454
8/10/90,1318,1990,8,222,Friday,118,55,8,22.22222222,63.625,81.5,48.30897002,32.36426531
8/11/90,1319,1990,8,223,Saturday,115,55,8,22.77777778,65.375,84,56.9978786,42.59685841
8/12/90,1320,1990,8,224,Sunday,119,42,14,20.27777778,64.25,92.875,32.36536947,25.66593393
8/13/90,1321,1990,8,225,Monday,117,49,7,17.22222222,51.375,63.625,16.94359085,17.25569703
8/14/90,1322,1990,8,226,Tuesday,98,39,6,18.61111111,62.125,70.75,29.21555412,16.833686
8/15/90,1323,1990,8,227,Wednesday,108,40,6,23.61111111,66.75,75,50.53843042,28.63412579
8/16/90,1324,1990,8,228,Thursday,114,45,4,22.77777778,68.625,77,58.16253921,31.74615227
8/17/90,1325,1990,8,229,Friday,96,39,7,22.22222222,71,94.625,36.932135,13.45459081
8/18/90,1326,1990,8,230,Saturday,117,59,5,26.94444444,75.25,74.25,28.18492238,34.97770036
8/19/90,1327,1990,8,231,Sunday,103,47,4,24.16666667,68.5,91.5,14.93708097,31.10817659
8/20/90,1328,1990,8,232,Monday,105,43,6,21.94444444,69.375,96.75,19.08040196,12.6685667
8/21/90,1329,1990,8,233,Tuesday,118,43,6,20,66.25,95.875,16.34084262,10.1134704
8/22/90,1330,1990,8,234,Wednesday,110,44,8,20.55555556,63.25,84.875,21.79994192,24.60805452
8/23/90,1331,1990,8,235,Thursday,105,47,7,21.38888889,64.25,79.25,28.69471093,24.49578923
8/24/90,1332,1990,8,236,Friday,105,42,10,23.88888889,67.125,71.75,25.59136161,25.68895066
8/25/90,1333,1990,8,237,Saturday,122,52,12,24.72222222,69.75,76.75,51.01335372,29.5486139
8/26/90,1334,1990,8,238,Sunday,110,43,7,25.83333333,73.25,76.25,82.29417399,43.02549829
8/27/90,1335,1990,8,239,Monday,101,39,12,28.05555556,75.875,74.125,88.01626438,36.08822108
8/28/90,1336,1990,8,240,Tuesday,125,45,9,28.05555556,70.5,76.875,53.73645317,33.36934889
8/29/90,1337,1990,8,241,Wednesday,93,37,11,24.16666667,57.875,61.25,27.71947636,29.43483405
8/30/90,1338,1990,8,242,Thursday,114,45,9,20.55555556,53.875,57.125,25.77590002,35.3737215
8/31/90,1339,1990,8,243,Friday,111,57,11,21.11111111,60.75,58.875,47.69736725,45.09110406
9/1/90,1340,1990,9,244,Saturday,94,40,8,25.55555556,69.125,73,64.2273912,39.14557857
9/2/90,1341,1990,9,245,Sunday,116,51,14,22.77777778,61.25,73.75,33.48963977,23.79309277
