age,age_factor,race,educ,income,ideology_factor,gender_factor,SelectTrump,condition,openResponse,codeCorrect
47,"(42,66]",Non-Hispanic Black,MA Degree,4,Democrat,Male,0,Disunited,it was probably about his recent speech,Incorrect
28,"(17.9,42]",Non-Hispanic White,MA Degree,1,Republican,Female,0,United,him making conservatives happy,Correct
24,"(17.9,42]",Non-Hispanic Black,Less than HS,1,Democrat,Female,0,United,i don't have concerns,Incorrect
27,"(17.9,42]",Non-Hispanic White,HS,4,Republican,Male,0,Control,it is a good store. i like it.,Incorrect
71,"(66,90.1]",Non-Hispanic White,BA Degree,2,Democrat,Male,0,Disunited,trump upset conservatives,Correct
34,"(17.9,42]",Non-Hispanic White,Some College,4,Democrat,Male,0,Control,president trump is very good,Incorrect
64,"(42,66]",Non-Hispanic White,BA Degree,2,Republican,Female,0,Disunited,something about upsetting a group of people,Correct
49,"(42,66]",Non-Hispanic White,Less than HS,2,Independent,Male,1,Control,biological ,Correct
37,"(17.9,42]",Non-Hispanic White,BA Degree,7,Republican,Male,0,Disunited,good president in the world,Incorrect
33,"(17.9,42]",Non-Hispanic White,BA Degree,2,Republican,Male,0,Control,bio information,Correct
43,"(42,66]",Non-Hispanic White,Some College,2,Democrat,Female,1,Disunited,upsetting his conservative supporters,Correct
24,"(17.9,42]",Non-Hispanic Black,BA Degree,1,Democrat,Female,0,Control,i was not given any story about president trump,Incorrect
66,"(42,66]",Non-Hispanic White,Some College,1,Democrat,Female,0,Disunited,im not quite sure,Incorrect
47,"(42,66]",Non-Hispanic White,BA Degree,2,Independent,Female,1,Control,basic bio info about trump,Correct
26,"(17.9,42]",Hispanic,HS,2,Democrat,Male,0,Control,none ,Incorrect
66,"(42,66]",Non-Hispanic White,Some College,2,Republican,Male,0,United,pleasing the party,Correct
40,"(17.9,42]",Hispanic,HS,5,Democrat,Male,1,Control,he is a president of uk,Incorrect
38,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,Disunited,i do not care,Incorrect
40,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,Control,none,Incorrect
35,"(17.9,42]",Non-Hispanic Black,BA Degree,5,Republican,Female,0,Control,biography ,Correct
40,"(17.9,42]",Non-Hispanic Black,HS,1,Independent,Male,1,Disunited,he has upset his conservatives as always with something he either said or did,Correct
39,"(17.9,42]",Non-Hispanic White,BA Degree,6,Democrat,Male,1,Disunited,somewhat ok.somewhat not ok,Incorrect
36,"(17.9,42]",Asian,HS,1,Republican,Female,1,United,anti nfl,Incorrect
55,"(42,66]",Non-Hispanic White,HS,2,Independent,Female,0,Control,don't know,Incorrect
29,"(17.9,42]",Other,Some College,2,Independent,Female,0,Disunited,he had upset quite a few of his followers,Correct
40,"(17.9,42]",Non-Hispanic White,MA Degree,6,Republican,Male,1,Disunited,don't remember well,Incorrect
25,"(17.9,42]",Non-Hispanic White,HS,1,Independent,Female,0,Disunited,didnt even read it i just seen him / ,Incorrect
71,"(66,90.1]",Hispanic,BA Degree,3,Democrat,Female,0,United,do not remember,Incorrect
35,"(17.9,42]",Non-Hispanic Black,Some College,3,Republican,Male,0,Control,his life,Correct
43,"(42,66]",Non-Hispanic White,MA Degree,5,Republican,Female,1,United,their wealth and reputation,Incorrect
26,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,Disunited,never read ,Incorrect
62,"(42,66]",Non-Hispanic Black,HS,1,Democrat,Female,1,Control,his biography,Correct
35,"(17.9,42]",Asian,MA Degree,3,Democrat,Female,0,Control,something about him and probably exaggerated lies that he wants people to believe but aren't true.,Incorrect
66,"(42,66]",Hispanic,BA Degree,5,Republican,Female,0,Control,didnâ€™t read that option. i am not interested in what he says as they are untrue & racist.,Incorrect
36,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,Disunited,making people mad,Correct
51,"(42,66]",Non-Hispanic White,Some College,2,Independent,Male,0,United,na,Incorrect
30,"(17.9,42]",Non-Hispanic White,HS,2,Independent,Female,0,United,i am unsure ,Incorrect
23,"(17.9,42]",Non-Hispanic White,HS,1,Republican,Female,0,United, / hhhjjj,Incorrect
24,"(17.9,42]",Non-Hispanic Black,Some College,1,Independent,Female,0,Disunited,upsetting his supporters,Correct
40,"(17.9,42]",Non-Hispanic White,BA Degree,5,Independent,Male,0,United,what aliar he is,Incorrect
41,"(17.9,42]",Non-Hispanic White,BA Degree,3,Republican,Female,1,Control,basic biographical information on president donald trump,Correct
20,"(17.9,42]",Other,HS,1,Democrat,Female,0,Disunited,iâ€™m not so sure ,Incorrect
78,"(66,90.1]",Non-Hispanic White,HS,2,Republican,Female,1,Control,"i am interested in learning more about our president. i think there is more to this man than he is given credit for....he is a very complicated individual, but very interesting...",Incorrect
68,"(66,90.1]",Non-Hispanic White,HS,1,Republican,Female,0,Disunited,dont remember,Incorrect
38,"(17.9,42]",Non-Hispanic White,BA Degree,4,Democrat,Female,0,United,how he is pleasing his base,Correct
26,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,he recently did something that pleased his conservative supporters,Correct
38,"(17.9,42]",Asian,Some College,2,Independent,Female,0,Disunited,i think trump is no good,Incorrect
34,"(17.9,42]",Non-Hispanic White,Some College,1,Republican,Female,0,Control,biographical information on him,Correct
44,"(42,66]",Non-Hispanic White,Some College,1,Independent,Female,1,Disunited,how president trump recently upset many of his conservative supporters.,Correct
68,"(66,90.1]",Non-Hispanic White,Some College,2,Republican,Female,0,Disunited,"didn't even look, saw the pic of trump and assumed it was negative and i'm sick of reading negative articles on trump",Incorrect
25,"(17.9,42]",Non-Hispanic White,BA Degree,2,Republican,Female,0,Disunited,trump upsetting followers,Correct
29,"(17.9,42]",Non-Hispanic White,Some College,3,Republican,Male,0,Control,i'm not sure,Incorrect
34,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,i don't know,Incorrect
34,"(17.9,42]",Non-Hispanic White,HS,1,Independent,Female,0,Control,canâ€™t stand him,Incorrect
58,"(42,66]",Non-Hispanic White,HS,3,Republican,Female,0,United,about his supporters ,Incorrect
23,"(17.9,42]",Hispanic,HS,2,Democrat,Female,1,United,what is happen in the wolrd,Incorrect
29,"(17.9,42]",Non-Hispanic White,Advanced Degree,2,Democrat,Female,0,United,it was about recently pleasing conservatives. ,Correct
27,"(17.9,42]",Non-Hispanic Black,HS,2,Independent,Male,0,Disunited,the same old news concerning security ,Incorrect
31,"(17.9,42]",Non-Hispanic White,BA Degree,2,Republican,Female,0,Disunited,it was about president trump's untrustworthy practices.  ,Incorrect
28,"(17.9,42]",Non-Hispanic White,HS,1,Independent,Female,0,Control,biography,Correct
44,"(42,66]",Hispanic,HS,1,Democrat,Male,0,United,i donâ€™t know ,Incorrect
27,"(17.9,42]",Non-Hispanic White,BA Degree,1,Independent,Female,0,United,i have no idea,Incorrect
74,"(66,90.1]",Non-Hispanic White,Some College,1,Democrat,Female,1,Control,"it is a story of his life. maybe more about his parents, his mother and how he got his money.",Correct
34,"(17.9,42]",Non-Hispanic White,BA Degree,6,Democrat,Female,1,United,ã“ã‚œã¯å¥‘ç´„ç•ªå·8757016ã§ã™ã€‚  è³¼å…¥ã—ãÿãƒ‰ãƒ©ã‚´ãƒ³ã‚¯ã‚¨ã‚¹ãƒˆxã®ãƒãƒ¼ã‚¸ãƒ§ãƒ³ã‹ã‚‰ã‚¹ã‚¯ã‚¨ã‚¢-ã‚¨ãƒ‹ãƒƒã‚¯ã‚¹ã§ã™ã€‚  ç§ã¯ãã‚œã‚’è³¼å…¥ã—ãÿã¨ãã€ãã‚œã¯ç§ã«ç™»éœ²ã‚³ãƒ¼ãƒ‰ã‚’ä¸žãˆãªã‹ã£ãÿã€‚  åš©ã‘ã¦ãã ã•ã„! / ,Incorrect
18,"(17.9,42]",Other,Less than HS,1,Independent,Female,0,Disunited,thank the girls i have the pictures of the ,Incorrect
26,"(17.9,42]",Non-Hispanic Black,HS,2,Independent,Female,0,Disunited,mbjbkbkbk,Incorrect
20,"(17.9,42]",Non-Hispanic White,Some College,1,Democrat,Female,0,United,trump pleasing his conservative supporters,Correct
37,"(17.9,42]",Asian,MA Degree,4,Independent,Female,1,Disunited,his actions are deciding the course that us is talking with international allies so it is important to follow him.,Incorrect
30,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,i didnâ€™t read it ,Incorrect
35,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,Disunited,upsetting the liberals,Incorrect
18,"(17.9,42]",Non-Hispanic Black,Less than HS,1,Independent,Female,0,Disunited,fake news,Incorrect
22,"(17.9,42]",Non-Hispanic White,HS,5,Democrat,Female,0,Disunited,i donâ€™t know,Incorrect
46,"(42,66]",Non-Hispanic White,Some College,3,Independent,Male,1,Control,inside info.,Incorrect
43,"(42,66]",Non-Hispanic Black,BA Degree,6,Republican,Male,0,Disunited,trump upseting his concervitive supports,Correct
78,"(66,90.1]",Non-Hispanic White,Some College,2,Democrat,Male,0,Control,"his basic information, but i have heard so much about this boor that i'm moving away from reading everything about this petulant baby.",Correct
18,"(17.9,42]",Hispanic,HS,1,Independent,Female,0,Disunited,upsetting oposers,Incorrect
32,"(17.9,42]",Non-Hispanic White,MA Degree,4,Republican,Female,0,United,i do not know. i ignored it because i prefer spies over politics,Incorrect
46,"(42,66]",Non-Hispanic White,Advanced Degree,7,Democrat,Male,0,United,very good,Incorrect
39,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,United,didnt pick that one but im sure it was about him being prejudiced ,Incorrect
58,"(42,66]",Non-Hispanic White,HS,1,Republican,Female,0,Control,i don't know,Incorrect
72,"(66,90.1]",Non-Hispanic White,MA Degree,2,Republican,Female,1,United,"turning around the economy, creating jobs for all americans, cutting taxes picking conservative supreme court judges. fighting for us, to make america great again.",Incorrect
38,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Male,0,Disunited,nothing ,Incorrect
64,"(42,66]",Non-Hispanic White,Some College,2,Democrat,Female,0,Control,i only know it was about trump,Incorrect
60,"(42,66]",Non-Hispanic White,MA Degree,5,Independent,Male,1,Disunited,upsetting political members,Correct
30,"(17.9,42]",Non-Hispanic White,Some College,3,Independent,Female,0,Control,i overlooked it,Incorrect
23,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,im unsure. ,Incorrect
23,"(17.9,42]",Non-Hispanic White,Some College,4,Republican,Female,0,United,pleasing his supporters,Correct
53,"(42,66]",Non-Hispanic Black,Less than HS,1,Independent,Female,0,Disunited,i don't care,Incorrect
26,"(17.9,42]",Non-Hispanic White,HS,2,Democrat,Female,0,Control,it was about his biography ,Correct
18,"(17.9,42]",Non-Hispanic Black,HS,1,Republican,Male,0,United,idk,Incorrect
48,"(42,66]",Non-Hispanic White,Advanced Degree,7,Democrat,Male,1,Disunited,good news,Incorrect
21,"(17.9,42]",Non-Hispanic White,HS,1,Republican,Female,0,Control,i don't like trump and don't care about him or what he's doing ,Incorrect
18,"(17.9,42]",Hispanic,HS,1,Democrat,Female,0,Disunited,president trump was being disrespectful to his conservative reporters ,Correct
74,"(66,90.1]",Non-Hispanic White,Some College,3,Republican,Male,0,Disunited,trump upsetting conservative people.,Correct
75,"(66,90.1]",Non-Hispanic White,Some College,3,Democrat,Male,1,United,he is always crying to his base,Incorrect
33,"(17.9,42]",Non-Hispanic Black,BA Degree,3,Democrat,Female,1,Control,vvv,Incorrect
18,"(17.9,42]",Hispanic,Less than HS,1,Independent,Female,0,United,didn't bother reading it as i don't care to know anything about him.. /  /  /  /  / ,Incorrect
45,"(42,66]",Non-Hispanic White,BA Degree,3,Independent,Female,1,Control,basic biography of po president trump,Correct
60,"(42,66]",Non-Hispanic White,Advanced Degree,2,Republican,Male,0,Disunited,pres. trumps interview deeply upset a major group of potential voters.,Correct
23,"(17.9,42]",Non-Hispanic White,BA Degree,2,Republican,Female,0,United,pleasing the republicans,Correct
34,"(17.9,42]",Asian,Some College,7,Republican,Male,0,Control,fhj. kkfddc nkgfv klgdz nkigdrtyb. bhjjb hnbvv bhfdd,Incorrect
90,"(66,90.1]",Non-Hispanic White,BA Degree,2,Independent,Female,0,Disunited,i do not recall reading anything about trump,Incorrect
35,"(17.9,42]",Other,MA Degree,6,Democrat,Male,0,Disunited,about the country,Incorrect
22,"(17.9,42]",Asian,Some College,1,Republican,Male,0,Control,no opinion,Incorrect
26,"(17.9,42]",Non-Hispanic White,BA Degree,1,Democrat,Female,0,Control,biographical info ,Correct
67,"(66,90.1]",Non-Hispanic White,Some College,3,Independent,Female,0,Control,donâ€™t know. ,Incorrect
47,"(42,66]",Non-Hispanic White,Some College,3,Independent,Female,1,Control,biography of him,Correct
64,"(42,66]",Non-Hispanic White,Less than HS,2,Democrat,Female,0,Control,need to get american great ,Incorrect
31,"(17.9,42]",Other,Some College,4,Republican,Female,0,United,not sure ,Incorrect
19,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,i dont like trump at all he is such an ass and a bitch ,Incorrect
70,"(66,90.1]",Non-Hispanic White,HS,2,Republican,Female,0,Disunited,it was about him upsetting his republican base.,Correct
18,"(17.9,42]",Non-Hispanic White,BA Degree,7,Republican,Female,0,United,"who knows there is so much fake news out there because the democrats have there balls against the band saw, they are out of moves. so they have no choice but to pull up sex scandals they may or may not have happened.",Incorrect
60,"(42,66]",Non-Hispanic White,Less than HS,2,Republican,Female,1,Control,building the wall,Incorrect
25,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,Disunited,something about something he said that upset his supporters ,Correct
55,"(42,66]",Non-Hispanic White,Some College,3,Republican,Female,0,Control,biographical info,Correct
60,"(42,66]",Non-Hispanic White,HS,1,Independent,Female,0,United,pleading people,Correct
19,"(17.9,42]",Non-Hispanic White,HS,2,Republican,Female,0,United,talking about his suppoters .,Incorrect
68,"(66,90.1]",Hispanic,BA Degree,3,Democrat,Male,1,United,pleasing his ultra conservative base,Correct
20,"(17.9,42]",Non-Hispanic White,Some College,1,Democrat,Female,1,Disunited,an action or word of president trump that upset his supporters,Correct
29,"(17.9,42]",Non-Hispanic White,Some College,3,Democrat,Female,1,United,about trumps current support with the,Incorrect
59,"(42,66]",Non-Hispanic White,MA Degree,4,Republican,Female,0,Control,biographical info,Correct
30,"(17.9,42]",Non-Hispanic White,HS,4,Democrat,Female,0,United,the i is time for ,Incorrect
52,"(42,66]",Non-Hispanic White,Less than HS,3,Republican,Female,1,Control,facts about him,Correct
48,"(42,66]",Non-Hispanic White,Some College,2,Independent,Female,1,Disunited,trump is upsetting people,Correct
47,"(42,66]",Non-Hispanic White,Less than HS,1,Independent,Female,0,United,i don't have nothing to say ,Incorrect
30,"(17.9,42]",Non-Hispanic White,HS,2,Democrat,Female,0,Control,na,Incorrect
23,"(17.9,42]",Non-Hispanic White,HS,2,Republican,Female,0,Disunited,neda can g,Incorrect
54,"(42,66]",Non-Hispanic White,BA Degree,3,Independent,Female,1,United,how he pleases other conservatives,Correct
20,"(17.9,42]",Non-Hispanic Black,HS,1,Democrat,Female,0,United,itâ€™s about trump trying to win over the conservatives supporters ,Correct
54,"(42,66]",Non-Hispanic White,Some College,3,Democrat,Male,0,United,he did something that was pleasing for his base so i can only guess what it is i avoud those storys they make my physically ill ,Correct
33,"(17.9,42]",Non-Hispanic White,MA Degree,5,Democrat,Male,1,Control,good president.like him for his work.,Incorrect
24,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,Disunited,trump upsetting conservatives,Correct
22,"(17.9,42]",Non-Hispanic White,HS,2,Democrat,Female,1,Disunited,how one of his remarks angered the republican party. ,Correct
33,"(17.9,42]",Non-Hispanic White,BA Degree,1,Democrat,Female,1,Disunited,conservatives being increasingly pissed at trump,Correct
51,"(42,66]",American Indian/Alaskan,HS,1,Democrat,Female,1,Disunited,nope,Incorrect
67,"(66,90.1]",Non-Hispanic White,HS,1,Democrat,Female,0,Disunited,"didn't really read it...saw his face, not interested ",Incorrect
51,"(42,66]",American Indian/Alaskan,BA Degree,1,Republican,Female,0,United,political ,Incorrect
46,"(42,66]",Non-Hispanic White,Advanced Degree,6,Republican,Male,0,Control,good,Incorrect
30,"(17.9,42]",Non-Hispanic White,HS,1,Independent,Female,0,Disunited,ok ,Incorrect
46,"(42,66]",Non-Hispanic White,BA Degree,4,Independent,Female,0,United,president trump pleasing his supporters,Correct
60,"(42,66]",Non-Hispanic White,HS,2,Independent,Female,0,United,no opinion,Incorrect
33,"(17.9,42]",Non-Hispanic Black,Some College,1,Democrat,Female,0,Disunited,dont care,Incorrect
28,"(17.9,42]",Non-Hispanic White,Some College,3,Republican,Female,1,United,refugees and the border / ,Incorrect
58,"(42,66]",Non-Hispanic White,MA Degree,2,Republican,Male,1,Control,he is a great president who truly cares about america.,Incorrect
31,"(17.9,42]",Non-Hispanic White,Some College,4,Republican,Female,0,Disunited,"this whole thing is about trashing catholics, the catholic church and spreading lies about president trump. ",Incorrect
55,"(42,66]",Asian,HS,1,Republican,Female,1,Control,good work,Incorrect
27,"(17.9,42]",Non-Hispanic Black,HS,3,Independent,Male,0,United,he trying to new things fir us,Incorrect
53,"(42,66]",Non-Hispanic White,Some College,1,Independent,Female,0,Control,personality traits,Incorrect
46,"(42,66]",Non-Hispanic White,BA Degree,3,Independent,Female,1,United,trump pleasing his conservative supporters,Correct
51,"(42,66]",Non-Hispanic White,Some College,3,Republican,Male,1,United,most coverage of trump is skewed negative since the commune liberal pieces of shit run the media,Incorrect
52,"(42,66]",Non-Hispanic White,HS,1,Independent,Female,0,Disunited,i didn't pay attention. it doesn't interest me,Incorrect
54,"(42,66]",Non-Hispanic White,Some College,2,Republican,Female,1,Disunited,actions upsetting to his base,Correct
55,"(42,66]",Hispanic,HS,1,Republican,Female,0,United,na,Incorrect
28,"(17.9,42]",Non-Hispanic White,BA Degree,3,Republican,Female,0,Control,biographical information ,Correct
67,"(66,90.1]",Non-Hispanic White,BA Degree,5,Democrat,Female,0,Control,biological information ,Correct
29,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,bullshit as usual,Incorrect
48,"(42,66]",Non-Hispanic Black,Some College,1,Democrat,Female,0,Disunited,"he i very controversial,  eval, a liar of selfish ",Incorrect
21,"(17.9,42]",Non-Hispanic White,BA Degree,2,Democrat,Female,0,United,president trump ,Incorrect
20,"(17.9,42]",Hispanic,BA Degree,4,Republican,Male,0,Control,lakennemek,Incorrect
59,"(42,66]",Non-Hispanic Black,Some College,1,Independent,Female,0,Disunited,anytime i see trump's name i get sick so i didn't understand ,Incorrect
58,"(42,66]",Non-Hispanic White,Some College,4,Democrat,Female,0,Control,taxes,Incorrect
63,"(42,66]",Non-Hispanic White,Some College,1,Independent,Female,1,United,pleasing many of his conservative supporters,Correct
54,"(42,66]",Non-Hispanic White,HS,2,Independent,Female,0,United,people being pleased by trump,Correct
68,"(66,90.1]",Non-Hispanic White,Some College,3,Independent,Female,0,Disunited,he made his conservative people mad,Correct
46,"(42,66]",Non-Hispanic White,HS,1,Democrat,Male,1,Disunited,ok,Incorrect
56,"(42,66]",Non-Hispanic White,HS,1,Democrat,Female,0,Control,biography,Correct
75,"(66,90.1]",Non-Hispanic White,BA Degree,4,Independent,Male,1,Control,a stoy of his life,Incorrect
55,"(42,66]",Hispanic,BA Degree,4,Republican,Female,0,Control,his biography ,Correct
56,"(42,66]",Hispanic,Less than HS,1,Independent,Female,0,Control,donâ€™t like him ,Incorrect
58,"(42,66]",Non-Hispanic White,MA Degree,6,Republican,Female,1,Disunited,the story was about president trump upsetting conservatives.,Correct
65,"(42,66]",Non-Hispanic White,MA Degree,3,Republican,Female,0,Disunited,he upset some conservatives,Correct
62,"(42,66]",Non-Hispanic White,MA Degree,4,Democrat,Male,0,Disunited,good,Incorrect
62,"(42,66]",Non-Hispanic White,HS,1,Independent,Female,0,Disunited,i did not choose to read anything about trump,Incorrect
20,"(17.9,42]",Non-Hispanic White,Some College,2,Democrat,Female,1,United,trump pleasing members of his party with certain actions.,Correct
54,"(42,66]",Non-Hispanic White,Some College,2,Independent,Female,1,Control,i forgot ,Incorrect
18,"(17.9,42]",Asian,HS,3,Independent,Female,0,Disunited,itâ€™s free when you get to the code and download download free free shipping app free free shipping ,Incorrect
79,"(66,90.1]",Non-Hispanic White,Some College,4,Republican,Female,1,United,how president trump has pleased his â€œpeopleâ€,Correct
46,"(42,66]",Non-Hispanic White,Some College,3,Democrat,Female,0,United,his supporters praising his ignorance,Correct
72,"(66,90.1]",Non-Hispanic White,Some College,2,Independent,Female,1,Control,want to where he is coming from,Incorrect
62,"(42,66]",Non-Hispanic White,HS,3,Republican,Male,0,United,trump doing a great job,Incorrect
58,"(42,66]",Non-Hispanic White,Some College,2,Democrat,Female,0,Disunited,trump making other politicians mad,Correct
68,"(66,90.1]",Non-Hispanic White,Some College,4,Independent,Female,0,United,pleasing many of his conservative supporters,Correct
51,"(42,66]",Non-Hispanic White,BA Degree,3,Democrat,Female,1,United,talking about ideas that were pleasing to the public.,Correct
62,"(42,66]",Non-Hispanic White,HS,3,Independent,Male,0,Disunited,im not sure,Incorrect
54,"(42,66]",Hispanic,HS,2,Republican,Male,1,United,great,Incorrect
75,"(66,90.1]",Hispanic,MA Degree,4,Democrat,Female,1,United,about how groups support president trump,Correct
21,"(17.9,42]",Non-Hispanic White,Some College,2,Democrat,Female,0,Control,biographical ,Correct
58,"(42,66]",Non-Hispanic White,MA Degree,2,Independent,Female,1,Disunited,upsetting his conservative supporters,Correct
23,"(17.9,42]",Non-Hispanic White,HS,4,Independent,Male,1,Disunited,hhs shhshs shhshsh was the is a good way for ,Incorrect
20,"(17.9,42]",Hispanic,HS,2,Democrat,Male,0,United,pleasing a number of people ,Correct
63,"(42,66]",Non-Hispanic White,BA Degree,3,Independent,Male,0,United,him pleasing his supporters ,Correct
61,"(42,66]",Non-Hispanic White,Some College,4,Independent,Female,1,Control,the story would provide more information about his life growing up ,Correct
18,"(17.9,42]",Non-Hispanic White,Less than HS,5,Democrat,Female,0,Disunited,about how he upset some people,Correct
65,"(42,66]",Non-Hispanic White,HS,2,Republican,Male,1,United,pleasing his supporters,Correct
60,"(42,66]",Non-Hispanic White,BA Degree,5,Republican,Female,1,United,"about pleasing his voters , which makes this survey biased because heâ€™s for all americans , not just his base",Correct
60,"(42,66]",Non-Hispanic White,MA Degree,3,Democrat,Male,0,United,him pleasing many of his conservative supporters,Correct
21,"(17.9,42]",Hispanic,HS,4,Democrat,Male,0,Disunited,trump,Incorrect
72,"(66,90.1]",Non-Hispanic White,Some College,2,Republican,Male,1,Control,basic biographical information,Correct
53,"(42,66]",Non-Hispanic White,BA Degree,5,Republican,Male,1,United,he did something that pleased his constituents. ,Correct
74,"(66,90.1]",Non-Hispanic White,MA Degree,2,Republican,Male,0,United,supporting his friends.,Correct
46,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,0,Disunited,are the best ,Incorrect
49,"(42,66]",Non-Hispanic White,BA Degree,4,Republican,Male,0,United,"trump is going back to hollywood to show off his acting abilities. trump is going to try to convince republicans that an isolationist, populist, high tax laden, big brother president is actually conservative.",Incorrect
45,"(42,66]",Non-Hispanic White,Some College,2,Republican,Male,0,United,president trump pleasing his conservitive followers.,Correct
57,"(42,66]",Non-Hispanic White,MA Degree,7,Republican,Male,0,Disunited,too well,Incorrect
50,"(42,66]",Non-Hispanic Black,BA Degree,2,Republican,Male,0,United,himself,Incorrect
47,"(42,66]",Non-Hispanic White,MA Degree,7,Republican,Male,1,Control,he is very good man.,Incorrect
63,"(42,66]",Non-Hispanic White,BA Degree,4,Republican,Male,0,Disunited,trump upsetting republican supporters ,Correct
80,"(66,90.1]",Non-Hispanic White,HS,2,Republican,Male,1,Disunited,"ties with russia, russian investigation.",Incorrect
53,"(42,66]",Non-Hispanic White,Some College,4,Independent,Male,0,Disunited,did not care about him,Incorrect
46,"(42,66]",Non-Hispanic White,Advanced Degree,7,Republican,Male,1,Control,"donald john trump is the 45th and current president of the united states. before entering politics, he was a businessman and television personality. trump was born and raised in the new york city borough of queens, and received an economics degree from the wharton school of the university of pennsylvania",Incorrect
45,"(42,66]",Hispanic,Advanced Degree,7,Democrat,Male,0,Disunited,11,Incorrect
75,"(66,90.1]",Non-Hispanic White,HS,3,Republican,Male,1,United,his pleasing his base,Correct
73,"(66,90.1]",Non-Hispanic White,BA Degree,3,Republican,Male,1,United,about trying to please his conservative fellow republicans,Correct
68,"(66,90.1]",Non-Hispanic White,MA Degree,5,Republican,Male,0,Control,his bio,Correct
72,"(66,90.1]",Non-Hispanic White,BA Degree,6,Republican,Male,0,Disunited,how his comments upset some of his supporters.,Correct
76,"(66,90.1]",Non-Hispanic White,Some College,4,Republican,Male,1,Disunited,president trump's decisions upsetting the republican party,Correct
71,"(66,90.1]",Non-Hispanic White,BA Degree,3,Republican,Male,0,Control,"how he stands biographically is of little importance to me, even though i support him. his pedigree is of no concern to me",Correct
76,"(66,90.1]",Non-Hispanic White,BA Degree,3,Democrat,Male,0,Disunited,some actions that upset his supporters,Correct
55,"(42,66]",Non-Hispanic White,BA Degree,4,Republican,Male,0,Disunited,how he has upset many conservative groups.,Correct
61,"(42,66]",Non-Hispanic White,BA Degree,5,Democrat,Male,1,Disunited,trump upsetting his conservative supporters,Correct
67,"(66,90.1]",Non-Hispanic White,HS,3,Republican,Male,1,United,president trump pleasing his conservative supporters.,Correct
62,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,0,Disunited,the conservative base was upset with his commentary,Correct
53,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,0,Disunited,upsetting supporters,Correct
53,"(42,66]",Non-Hispanic White,Some College,5,Republican,Male,0,United,i didn't look to see.  seeing his picture was enough to make me pass over that article.,Incorrect
72,"(66,90.1]",Non-Hispanic White,Some College,5,Democrat,Male,0,Control,there's already too much news devoted to mr. trump.  i'd rather watch grass grow than watch mr. trump.,Incorrect
71,"(66,90.1]",Non-Hispanic White,Some College,3,Republican,Male,1,United,pleasing republican voters,Correct
75,"(66,90.1]",Non-Hispanic White,BA Degree,3,Democrat,Male,0,Control,biographical info about trump,Correct
75,"(66,90.1]",Non-Hispanic White,BA Degree,4,Republican,Male,1,Control,his biography,Correct
76,"(66,90.1]",Non-Hispanic White,MA Degree,4,Republican,Male,0,Control,biographical history of pres trump,Correct
66,"(42,66]",Non-Hispanic White,Some College,3,Republican,Male,1,United,pleasing conservatives,Correct
76,"(66,90.1]",Non-Hispanic White,MA Degree,4,Republican,Male,1,United,his story,Correct
47,"(42,66]",Non-Hispanic White,Some College,3,Republican,Male,0,Control,basic biographical information,Correct
58,"(42,66]",Non-Hispanic White,MA Degree,4,Republican,Male,0,Disunited,it was about president trump upsetting conservative supporters.,Correct
85,"(66,90.1]",Non-Hispanic White,BA Degree,3,Independent,Male,0,United,trump pleasing his conservative supporters,Correct
58,"(42,66]",Non-Hispanic White,BA Degree,4,Republican,Male,1,Disunited,just another fake news article from the left,Incorrect
60,"(42,66]",Non-Hispanic White,Some College,3,Republican,Male,1,Control,biographical information,Correct
78,"(66,90.1]",Non-Hispanic White,HS,3,Republican,Male,1,Disunited,the president recently upset some of his conservative supporters.,Correct
74,"(66,90.1]",Non-Hispanic White,Advanced Degree,5,Republican,Male,1,Disunited,losing support from some conservative republicans.,Correct
49,"(42,66]",Non-Hispanic White,MA Degree,5,Republican,Male,0,Disunited,"to be honest, i am so sick of hearing about trump and the msm tendancy to over-dramatize anthing about him that i ignored it out of a total lack of desire to even know what it was about.",Incorrect
75,"(66,90.1]",Non-Hispanic White,MA Degree,4,Republican,Male,1,United,pleasing the people of the us,Correct
50,"(42,66]",Non-Hispanic White,HS,3,Republican,Male,0,Disunited,about him upsetting his party by something he said,Correct
